user_id,household_size,number_of_kids,income_type,class,gross_monthly_income,net_monthly_income,assets_total,investments_total,savings_total,debts_total,rent_mortgage,utilities,insurance,transportation,groceries,clothes,phone,subscriptions,miscellaneous,fixed_costs_total,emergency_fund,house_rent_savings,guilt_free_spending,total_net_worth,financial_stress,owns_home,user_goals
155,6,0,single_income,middle,61875,54003,3561023,498968,98025,594569,9281,4403,2215,9115,18794,4934,522,1248,9481,72690,46093,0,41986,3563447,no,yes,Save for kids' college
156,4,1,single_income,middle,88312,73398,2760956,407143,38482,363543,13246,3339,2301,8691,18169,4763,2815,1050,9250,70922,10574,6587,28026,2843038,no,no,Save for kids' college
157,3,1,dual_income,rich,226751,185362,11348894,8151990,8945180,323560,34012,5301,2270,3794,18654,6293,1579,1103,13989,107249,10257,29366,62041,28122504,no,no,Fund children's marriage
158,4,2,dual_income,lower_middle,39587,31593,724872,107009,9258,188905,5938,2809,4180,9562,17280,6385,2923,4469,9288,71212,36891,9566,7886,652234,no,no,Buy a new car
159,5,1,single_income,lower_middle,30864,26993,865837,85283,11716,127514,4629,2310,3484,3231,15959,5788,2985,921,9150,70155,47733,19922,13215,835322,no,no,Start an education fund
160,5,2,single_income,middle,108825,94727,4111029,229065,75283,717257,16323,2715,4478,8697,11933,9583,925,3942,10080,77284,5055,0,18258,3698120,no,yes,Build wealth for kids
161,4,0,dual_income,upper_middle,153734,134930,5213299,1173882,242728,771253,23060,3664,4632,6435,13684,7074,2903,1056,11681,89559,29003,0,75857,5858656,no,yes,Down payment for a house
162,3,1,dual_income,lower_middle,46682,37050,792552,139909,15407,143190,7002,2896,2370,9716,8486,9378,2537,4787,9138,70058,34401,15813,7511,804678,no,no,Start a small business
163,3,0,dual_income,upper_middle,169390,135798,7784787,1358811,494321,216074,25408,3667,2036,4691,15756,5672,2496,3747,11535,88437,23976,6490,73209,9421845,no,no,Down payment for a house
164,6,2,single_income,middle,91113,81903,3819456,115401,32884,415432,13666,2440,3860,7736,17721,4965,2867,4831,11589,88849,49648,0,49414,3552309,no,yes,Pay off debt
165,5,0,single_income,lower_middle,52322,43511,1633243,4677,7972,180334,7848,3465,2013,4211,13539,4804,2370,3779,8172,62653,32599,0,9264,1465558,no,yes,Start an education fund
166,6,1,single_income,middle,89521,73611,3086985,346889,54470,349457,13428,5136,3806,4947,14331,9484,2439,1044,11180,85715,40169,0,38296,3138887,no,yes,Repay credit card dues
167,3,0,single_income,upper_middle,130974,108580,5636438,1980175,356620,719114,19646,4956,5981,5722,18025,7087,2646,3891,11637,89221,44710,23000,46016,7254119,no,no,Increase term insurance
168,3,1,single_income,middle,95524,83042,2662213,402621,52222,742608,14328,2968,5201,5364,11203,8499,1577,3958,9595,73566,35984,0,43618,2374448,no,yes,Upgrade to a bigger house
169,4,1,dual_income,lower_middle,49733,38228,1427473,35969,16733,141679,7459,4048,3780,2583,11377,8028,2600,3901,10007,76721,24569,20738,14321,1338496,no,no,Travel abroad next year
170,3,2,dual_income,rich,465033,380084,41282329,5352477,6999998,108073,69754,4492,5397,4755,14745,7742,2403,3056,17985,137891,43066,0,138822,53526731,no,yes,Travel abroad next year
171,6,1,dual_income,middle,98015,85487,2755398,131385,90199,500821,14702,5497,2680,4070,14668,6824,2229,2112,9724,74556,28970,0,27818,2476161,no,yes,Pay medical bills
172,5,0,dual_income,upper_middle,124922,106886,9657448,1600911,489057,250453,18738,4468,4152,3728,10024,2329,2986,4977,9545,73184,23569,12086,77783,11496963,no,no,Travel abroad next year
173,4,1,single_income,middle,84226,69196,2942529,338922,68380,994280,12633,4067,4286,3293,10465,9477,2349,4781,9506,72881,32775,17222,29274,2355551,no,no,Start an education fund
174,6,2,single_income,poor,18190,14777,105696,15248,4594,51720,2728,5748,4015,7258,17491,4338,1576,1447,9109,69841,11791,24115,1885,73818,yes,no,Start a small business
175,4,2,dual_income,lower_middle,39967,33665,1761402,43220,8627,186019,5995,2204,4428,5144,11587,7195,576,4185,8673,66499,46065,20835,11651,1627230,no,no,Start an education fund
176,6,2,single_income,poor,10244,8509,176465,3849,1405,25557,1536,3391,5155,9310,10399,6640,2699,3200,7818,59942,16197,0,3808,156162,no,yes,Increase term insurance
177,6,1,dual_income,upper_middle,190658,154823,9461835,1938291,459439,754669,28598,4224,4110,2957,15146,2560,1830,2321,10720,82191,16595,0,70399,11104896,no,yes,Fund children's marriage
178,5,1,dual_income,middle,108940,82696,3346365,187502,89619,733037,16341,4296,3269,2939,9610,8300,2225,532,9682,74234,37583,19408,45783,2890449,no,no,Pay off debt
179,3,2,single_income,middle,72120,62768,2624135,198575,25295,744748,10818,4752,4709,3154,13221,6405,1815,509,9245,70879,41912,0,29963,2103257,no,yes,Increase term insurance
180,3,2,single_income,upper_middle,154416,128170,9910662,862578,343768,536572,23162,4916,4934,6171,11229,5603,2456,3469,11001,84342,40457,0,67134,10580436,no,yes,Open a PPF account
181,3,0,single_income,lower_middle,37219,30157,1095152,134693,11665,116188,5582,5790,3962,9467,9645,4243,916,4211,9188,70446,8688,12689,10799,1125322,no,no,Buy a new car
182,6,1,single_income,rich,314634,276703,44332299,6060861,3566461,103915,47195,4584,2267,7524,13912,7130,1843,2225,16195,124168,20870,12522,62516,53855706,no,no,Repay credit card dues
183,6,0,single_income,middle,88952,73169,3307066,437735,32676,985890,13342,2629,5677,8577,14287,2288,1909,2221,9058,69449,20704,0,39722,2791587,no,yes,Open a PPF account
184,5,1,dual_income,middle,113517,85721,2034012,242487,59534,745974,17027,5489,5969,3306,18313,4402,2250,4106,9863,75620,19915,20806,26662,1590059,no,no,Build wealth for kids
185,3,0,dual_income,middle,92624,73603,2061264,475910,51958,562355,13893,3426,2663,7868,18839,2010,2734,3503,9933,76158,34256,0,48787,2026777,no,yes,Repay credit card dues
186,6,0,single_income,middle,108356,96854,4623229,451441,57606,631856,16253,3865,5125,3299,11406,7150,1658,4067,8558,65614,25732,25774,32357,4500420,no,no,Renovate home
187,5,2,single_income,lower_middle,52228,39686,620627,77924,11319,56475,7834,2873,4428,2091,8446,2108,816,4553,6497,49816,35615,0,6774,653395,no,yes,Save for kids' college
188,6,1,single_income,poor,15105,13408,78049,2801,29,55654,2265,2364,3800,7918,13958,2904,1197,4946,8931,68471,5179,25344,1257,25225,yes,no,Plan a family vacation
189,5,1,single_income,middle,60352,52691,4284319,427091,90880,204507,9052,4638,4637,8802,16298,6477,1282,3132,9314,71408,28396,0,47885,4597783,no,yes,Pay off debt
190,4,1,dual_income,rich,335090,257954,44346056,9079903,5588890,199988,50263,3613,2859,9353,9879,7372,512,2254,14434,110665,31745,0,78343,58814861,no,yes,Pay medical bills
191,6,1,dual_income,rich,209795,172388,24220331,5380796,7773820,103107,31469,4370,5182,4817,11160,8576,1209,3148,12363,94783,45081,17544,101529,37271840,no,no,Open a PPF account
192,5,2,dual_income,upper_middle,167780,135122,7285362,1245742,404647,277265,25167,5033,2358,7769,13733,7453,2212,1784,11895,91198,22270,0,78466,8658486,no,yes,Retirement savings
193,5,2,single_income,lower_middle,59718,51790,1015631,130156,16679,93013,8957,2794,2202,2324,15952,4291,826,1260,6556,50266,29142,14228,7597,1069453,no,no,Travel abroad next year
194,6,0,dual_income,middle,92535,82551,2308444,409320,36105,863299,13880,2273,5626,4255,19878,6219,1852,2607,11358,87084,12928,20234,28936,1890570,no,no,Invest in stock market
195,4,0,dual_income,rich,250893,189940,39309935,4660038,3433361,421655,37633,2090,4214,5006,12302,9449,1588,1680,12837,98417,29312,19080,131060,46981679,no,no,Travel abroad next year
196,4,1,single_income,middle,68378,58672,4491965,111600,23747,972718,10256,2140,5336,2138,10506,6165,884,4800,8758,67145,31325,18092,28017,3654594,no,no,Increase term insurance
197,5,1,dual_income,upper_middle,181305,159775,6716548,1258201,309699,100559,27195,4973,5988,8203,8256,2576,2786,960,10835,83073,36707,0,30713,8183889,no,yes,Build passive income
198,6,0,dual_income,lower_middle,36411,32651,1382756,50903,256,83439,5461,4096,3682,6411,10460,6529,1525,1889,6936,53180,9515,0,5489,1350476,no,yes,Build passive income
199,3,1,single_income,middle,92305,74248,2979907,313968,52813,990944,13845,2229,2791,2636,11775,4421,1237,1212,8502,65182,43091,0,37666,2355744,no,yes,Increase term insurance
200,4,2,dual_income,lower_middle,32108,28230,536382,75787,11678,195439,4816,2236,5810,7300,11900,4605,1981,4707,9528,73048,17243,18942,10279,428408,yes,no,Build passive income
201,3,2,single_income,poor,11509,9592,99493,12404,1578,82799,1726,4861,3648,9714,9359,6431,646,3232,6737,51651,40477,0,2162,30676,yes,yes,Save for kids' college
202,6,2,dual_income,upper_middle,153957,117908,9552636,1251240,221292,190570,23093,4426,3025,9785,18603,2071,1950,2348,11755,90126,48344,0,55788,10834598,no,yes,Plan a family vacation
203,4,0,single_income,upper_middle,155794,130394,9117095,983157,269809,233692,23369,4289,5274,7662,11872,3485,1940,2938,11289,86554,36615,0,65414,10136369,no,yes,Open a PPF account
204,4,1,dual_income,middle,86548,73864,2363114,198066,58736,261562,12982,2840,3585,8992,18846,7899,522,1464,9705,74405,48242,12226,33565,2358354,no,no,Buy a new car
205,5,1,single_income,upper_middle,172134,150405,6533017,1292515,243670,444620,25820,3556,2051,3361,17386,6019,2148,2779,9835,75403,40790,0,56880,7624582,no,yes,Buy a new car
206,4,0,single_income,poor,22878,19443,156192,1986,2633,32430,3431,5857,4176,4338,18047,2500,2733,2832,9214,70642,18411,25668,1001,128381,no,no,Buy a new car
207,3,1,single_income,middle,103183,79186,4467286,322036,92936,894934,15477,2212,5353,6136,13241,9394,2841,3088,11245,86212,19318,0,22396,3987324,no,yes,Plan a family vacation
208,3,0,single_income,lower_middle,34016,30111,1944629,125261,16312,155338,5102,5936,2332,7093,17611,6150,1830,4244,9356,71732,16036,11468,12309,1930864,no,no,Build emergency fund
209,5,2,dual_income,lower_middle,47248,39292,916460,194099,16009,173351,7087,2588,3410,5770,18097,6659,966,1491,9239,70837,31508,24425,11217,953217,no,no,Save for kids' college
210,6,0,single_income,poor,21590,16743,190119,2750,469,96748,3238,5985,3631,8455,14452,2774,1636,3003,8712,66797,9019,17419,1724,96590,yes,no,Pay off debt
211,3,0,single_income,lower_middle,39697,31719,1110937,122649,11136,134739,5954,5545,3184,2288,14343,3811,1027,4074,7806,59848,41087,22790,18350,1109983,no,no,Fund children's marriage
212,4,2,dual_income,lower_middle,46105,39127,1518696,199298,4091,174121,6915,2527,3495,5825,19085,2892,886,4028,8554,65583,5897,0,18960,1547964,no,yes,Open a PPF account
213,5,0,single_income,middle,114165,92553,2850122,306271,56948,825107,17124,3544,3816,8616,8992,3281,774,4316,8519,65316,28017,0,40671,2388234,no,yes,Build emergency fund
214,3,0,dual_income,upper_middle,184595,153140,8486082,1722742,318961,497751,27689,4468,4540,2632,12268,6099,2163,4563,12357,94743,32206,25256,77367,10030034,no,no,Upgrade to a bigger house
215,5,0,dual_income,upper_middle,139937,120618,5964211,1821939,109399,751021,20990,4239,4367,5773,10627,8618,2974,4007,11061,84801,21480,19831,63312,7144528,no,no,Start an education fund
216,3,1,single_income,middle,65914,53828,3610000,448152,32076,880143,9887,3832,4564,2442,15759,9953,1188,1659,9517,72970,5386,0,28824,3210085,no,yes,Renovate home
217,5,2,dual_income,rich,387486,301536,45183214,9824529,3888284,377784,58122,3871,2494,9205,19688,9814,1246,3939,17057,130774,7597,0,112694,58518243,no,yes,Open a PPF account
218,6,0,single_income,upper_middle,183832,156917,5158988,1331303,388516,139080,27574,2376,5285,3585,13559,5563,2940,3600,11232,86115,45794,18923,70706,6739727,no,no,Pay medical bills
219,3,1,single_income,lower_middle,31677,26404,1246470,97885,2284,153356,4751,3161,4520,7964,12648,7729,1194,4298,10151,77827,25067,0,12062,1193283,no,yes,Down payment for a house
220,6,1,single_income,middle,74677,64031,3656455,486106,87264,797456,11201,3996,4142,3148,14184,8010,753,3275,8602,65955,11212,0,27043,3432369,no,yes,Down payment for a house
221,4,0,dual_income,poor,25247,20155,20532,13518,3148,85279,3787,5271,2426,2209,17079,7539,653,3924,8413,64500,39052,0,1004,-48081,yes,yes,Pay medical bills
222,3,2,single_income,lower_middle,49171,42543,1173954,189454,7399,176812,7375,5402,2426,4544,9831,3472,1936,4854,7053,54073,25622,0,13733,1193995,no,yes,Down payment for a house
223,5,2,dual_income,lower_middle,33235,25093,504576,157779,1100,91476,4985,5670,2781,8247,11523,5558,2535,2001,8829,67692,49754,24464,7532,571979,no,no,Pay medical bills
224,4,2,dual_income,middle,77007,68408,4844510,229188,97078,676186,11551,3388,5772,5916,12018,3329,1647,3867,9925,76095,13095,8951,44765,4494590,no,no,Pay off debt
225,6,1,single_income,upper_middle,166514,133416,5484103,555107,345191,756520,24977,4654,4885,7876,11540,6697,2094,523,10496,80472,19123,0,52361,5627881,no,yes,Start an education fund
226,6,1,dual_income,middle,64979,50277,3833451,363356,29001,278784,9746,4696,3187,5816,17470,4523,1940,2892,9453,72476,19780,0,48187,3947024,no,yes,Build emergency fund
227,4,2,single_income,poor,26571,21278,160214,8625,3512,91916,3985,2437,4588,7141,8832,2796,1059,4074,7598,58257,25169,0,302,80435,yes,yes,Retirement savings
228,4,2,single_income,rich,446337,353955,42092869,8561607,1780280,117419,66950,5590,3709,7782,9234,2301,1609,1268,17052,130735,47364,9355,91787,52317337,no,no,Build wealth for kids
229,5,2,single_income,upper_middle,199301,150606,6988022,1587288,357387,336502,29895,4071,5012,5496,10793,4892,1698,2392,11344,86976,27174,26851,79632,8596195,no,no,Fund children's marriage
230,6,2,dual_income,middle,89414,75822,4224344,357591,87428,525499,13412,3258,3130,7310,10015,8673,2436,1373,9800,75134,5565,0,18424,4143864,no,yes,Plan a family vacation
231,4,2,single_income,middle,104152,81335,3417240,373839,43123,782769,15622,3189,5060,6798,15342,6096,2422,2867,10265,78702,23125,28869,22902,3051433,no,no,Plan a family vacation
232,4,0,single_income,middle,64023,52761,3818222,313708,56735,763506,9603,2390,5884,3699,11037,8441,732,3806,9499,72829,15916,5233,27213,3425159,no,no,Open a PPF account
233,5,0,single_income,middle,107606,87197,4769785,468350,65647,675881,16140,2731,2799,8507,15025,8289,1335,3038,11222,86036,46000,0,15427,4627901,no,yes,Start a small business
234,5,0,single_income,middle,83772,63508,3965425,380943,43555,589363,12565,5466,3497,5088,9115,6578,2947,4758,9802,75151,29435,26676,34333,3800560,no,no,Plan a family vacation
235,6,2,dual_income,middle,61995,53765,3717780,267731,35522,698665,9299,5030,2332,8270,16107,4752,742,1932,9942,76225,32126,0,23498,3322368,no,yes,Increase term insurance
236,6,2,single_income,middle,94318,72454,4025216,264486,98943,978952,14147,2234,4396,7875,17696,7958,2943,2409,11210,85945,49918,0,48305,3409693,no,yes,Build passive income
237,6,2,dual_income,lower_middle,47140,40794,764814,36519,11744,153565,7071,3644,3019,7710,8901,2672,938,4290,7326,56172,13655,0,19691,659512,no,yes,Open a PPF account
238,4,1,single_income,upper_middle,120496,95412,5361911,1546251,385356,575629,18074,4723,2658,9046,12761,9630,866,4850,12177,93360,37975,0,47810,6717889,no,yes,Retirement savings
239,4,2,dual_income,lower_middle,43795,36776,562999,49907,9638,120467,6569,2132,2054,6060,12765,5612,2957,1816,7504,57536,12130,0,14855,502077,no,yes,Plan a family vacation
240,5,1,single_income,lower_middle,46944,40201,1960088,182088,296,117945,7041,4174,2196,4268,8994,8234,2958,3015,7900,60570,33991,0,15828,2024527,no,yes,Pay medical bills
241,5,0,single_income,middle,77671,61921,3131614,238709,20660,569355,11650,4241,4529,5970,11407,3458,1354,4037,10484,80379,35346,27748,21922,2821628,no,no,Build passive income
242,4,0,dual_income,poor,10815,9478,153635,13292,922,94712,1622,4787,4722,7355,10550,7319,2025,3592,7384,56616,26737,28241,4867,73137,yes,no,Plan a family vacation
243,6,1,single_income,rich,318642,241824,48150204,7011580,4789991,498758,47796,5947,4513,4290,16664,2958,1032,581,13847,106163,44767,7970,73365,59453017,no,no,Upgrade to a bigger house
244,5,0,dual_income,lower_middle,33185,26239,1204537,198414,5664,78900,4977,3728,3479,5659,9525,2760,1094,1555,8227,63076,15046,8083,19126,1329715,no,no,Pay medical bills
245,6,0,dual_income,upper_middle,194947,153728,5839812,1270008,153333,404603,29242,5709,2174,4810,11092,5044,2475,4014,11625,89130,14990,11192,66163,6858550,no,no,Open a PPF account
246,3,1,dual_income,middle,86401,71995,4544544,346553,24414,283030,12960,5963,2846,7897,16974,8185,1616,4527,11172,85658,49296,0,35437,4632481,no,yes,Buy a new car
247,3,2,single_income,rich,350853,282749,32208585,7096783,6653283,365301,52627,5955,5837,3244,9285,6505,2878,573,13577,104094,21059,0,68325,45593350,no,yes,Save for kids' college
248,6,2,dual_income,middle,110573,86205,3776984,324839,65510,812233,16585,2857,3268,4865,10575,7045,926,777,9410,72149,36555,9262,20113,3355100,no,no,Down payment for a house
249,6,2,single_income,lower_middle,37441,28242,855734,86612,14986,161654,5616,3982,5039,3437,16620,4682,1584,892,7794,59755,27731,11629,19440,795678,no,no,Renovate home
250,4,0,single_income,middle,90531,71807,4111740,411560,32380,898005,13579,3001,3660,5817,13692,4354,765,1890,9532,73079,47072,0,32818,3657675,no,yes,Start an education fund
251,5,2,dual_income,middle,98311,86016,2032356,365953,63371,965409,14746,5810,2873,9058,11046,7664,543,3939,9494,72788,25312,0,24465,1496271,no,yes,Build passive income
252,6,0,single_income,middle,110912,89902,2944413,119659,51403,445259,16636,5827,5735,9831,11065,5259,1406,3133,9718,74507,47751,8527,48586,2670216,no,no,Repay credit card dues
253,6,0,dual_income,lower_middle,51633,39966,1247562,184839,8916,122302,7744,4349,5837,2526,9665,9740,1638,3052,9176,70353,19274,17612,14179,1319015,no,no,Plan a family vacation
254,3,2,dual_income,lower_middle,42260,33985,1170655,113141,14669,60523,6339,3602,3443,5685,16823,6798,2956,4817,10669,81801,18470,25339,17762,1237942,no,no,Travel abroad next year
255,4,0,single_income,poor,28004,23339,193176,8080,3118,89300,4200,4571,2703,9670,10868,9311,1357,1745,8779,67307,46011,0,1594,115074,yes,yes,Repay credit card dues
256,4,0,single_income,middle,77198,58914,2329095,494868,63625,458466,11579,2863,2185,6356,9551,7392,2707,4819,8433,64659,14471,0,35446,2429122,no,yes,Repay credit card dues
257,6,1,dual_income,poor,16201,12507,189420,19154,1963,20229,2430,4421,2621,9623,18327,9187,1513,4379,8646,66287,42921,0,3435,190308,no,yes,Open a PPF account
258,3,2,single_income,middle,118445,99248,2736427,444352,74816,568427,17766,3443,2006,3183,12335,8082,1946,2403,10317,79101,19551,20141,35243,2687168,no,no,Build wealth for kids
259,6,2,single_income,poor,27623,20751,130288,9524,3506,86711,4143,5345,5454,4412,19366,7055,2026,2449,8910,68315,47800,27156,4122,56607,yes,no,Pay off debt
260,6,1,single_income,middle,61919,55655,2829027,240689,95268,233298,9287,5103,2660,3801,13156,9856,1865,4511,10269,78730,11189,28460,21929,2931686,no,no,Start an education fund
261,5,1,dual_income,middle,109914,82645,4988793,301447,82509,826549,16487,2525,4644,9998,8839,2002,1551,2437,9724,74553,5510,0,45203,4546200,no,yes,Upgrade to a bigger house
262,5,1,single_income,middle,87897,68158,2856634,174442,41818,779886,13184,2333,4160,7740,12457,7976,2644,2477,10024,76853,46335,0,17654,2293008,no,yes,Build emergency fund
263,6,0,dual_income,middle,86943,65333,2026819,484474,28798,880503,13041,4568,2702,3223,19085,8816,2122,4209,10246,78558,23170,21259,47747,1659588,no,no,Repay credit card dues
264,4,2,dual_income,upper_middle,163147,127149,9268584,1725701,468921,722129,24472,4487,4317,7253,18985,5711,603,3276,13409,102804,39364,24696,55857,10741077,no,no,Pay medical bills
265,5,0,single_income,poor,12072,10128,183327,5624,938,8176,1810,3669,5032,5862,10685,5899,2431,1626,7389,56650,11021,0,761,181713,no,yes,Build emergency fund
266,6,1,dual_income,middle,107879,96514,2270855,107904,84033,955947,16181,3848,2482,4477,11093,2342,1696,4035,9999,76660,32453,15582,35942,1506845,no,no,Pay off debt
267,5,1,single_income,middle,87873,70397,3610921,493813,77988,818943,13180,4549,2763,9694,12830,9546,2142,4249,11307,86688,40690,29496,30025,3363779,no,no,Buy a new car
268,3,2,dual_income,poor,13932,11794,170275,11552,4707,55547,2089,3435,4220,6970,14344,2216,875,4606,7387,56638,33415,25446,1100,130987,yes,no,Invest in stock market
269,5,1,single_income,lower_middle,33996,30350,947154,5695,14235,183438,5099,4668,2784,9335,17273,7599,2533,2916,8906,68282,28246,0,16083,783646,no,yes,Build passive income
270,6,0,dual_income,middle,87962,67078,2816196,394614,58501,257207,13194,5040,3408,6364,14042,3477,2041,609,8479,65011,36126,0,18216,3012104,no,yes,Build wealth for kids
271,5,2,dual_income,middle,116387,97141,4917330,361161,86266,724344,17458,3701,5133,3286,16303,8908,1210,1257,9498,72822,19866,0,46457,4640413,no,yes,Repay credit card dues
272,4,0,dual_income,lower_middle,47488,36600,1655733,908,4617,158352,7123,5732,2789,7393,8171,6360,2486,2385,9714,74479,6049,25513,19047,1502906,no,no,Start a small business
273,4,2,dual_income,middle,85037,72848,2429223,127278,28272,710708,12755,3069,2598,7730,16998,3934,1576,3139,8403,64428,11159,25293,48637,1874065,no,no,Pay off debt
274,4,0,single_income,lower_middle,38638,31975,1016304,136666,2460,122356,5795,5903,4711,4337,9291,4198,2242,3155,8339,63937,17204,0,10546,1033074,no,yes,Fund children's marriage
275,5,0,dual_income,rich,408260,343682,10115064,4589644,7709403,220511,61239,2639,4171,4705,13396,8965,2907,2223,17347,132994,28608,0,149058,22193600,no,yes,Buy a new car
276,4,1,single_income,poor,13881,11437,69030,1999,2711,52800,2082,4875,2246,8577,13212,5339,1123,2339,8302,63649,43973,0,2628,20940,yes,yes,Start an education fund
277,5,2,dual_income,poor,27776,23703,128943,15525,4300,3338,4166,3590,5987,4768,19280,4115,632,2959,9849,75514,33768,0,3514,145430,no,yes,Fund children's marriage
278,6,0,dual_income,middle,75419,63724,2559865,102921,24676,679177,11312,4654,3469,4920,17444,9292,1269,2709,10381,79592,26033,11931,28463,2008285,no,no,Save for kids' college
279,6,0,single_income,lower_middle,51038,45423,1833040,78971,9377,98581,7655,2205,5111,5344,13819,2866,592,3678,8259,63322,13556,26300,15641,1822807,no,no,Buy a new car
280,5,1,dual_income,middle,114333,95873,4050276,277171,77346,850660,17149,4479,2135,8028,14658,8336,2108,1165,9160,70231,46168,14249,24945,3554133,no,no,Down payment for a house
281,4,2,single_income,upper_middle,130060,113343,9506371,578563,235102,189779,19509,5709,4181,5738,11723,7437,2983,4564,10192,78141,26446,0,63289,10130257,no,yes,Invest in stock market
282,6,1,single_income,upper_middle,164653,132760,9809073,1077090,369693,310005,24697,2949,3348,2521,14632,8048,2944,2835,11484,88046,22866,0,55362,10945851,no,yes,Build emergency fund
283,6,2,dual_income,lower_middle,59621,49474,750476,57771,18921,195762,8943,2823,4979,5765,16850,9082,2558,1230,10874,83372,6832,27889,11339,631406,no,no,Plan a family vacation
284,5,2,dual_income,middle,66762,51338,3400965,203187,43434,286879,10014,5307,3775,2881,10060,8485,2582,2952,9478,72665,37926,10229,30739,3360707,no,no,Renovate home
285,3,1,single_income,middle,84187,67272,2766230,102526,44686,468718,12628,5283,5621,9762,19802,9896,859,2256,12457,95509,16278,23690,23733,2444724,no,no,Build wealth for kids
286,5,0,single_income,lower_middle,54196,46154,1712740,89407,9721,112513,8129,2390,4430,6111,11510,2845,1368,2679,7936,60845,7019,20919,6945,1699355,no,no,Build passive income
287,5,1,dual_income,lower_middle,46740,39338,1875983,105789,19465,54131,7011,4091,4615,9721,15422,4787,613,1778,9745,74712,49308,26326,15652,1947106,no,no,Renovate home
288,3,1,single_income,upper_middle,190603,152691,8600867,570560,355392,550708,28590,4295,3124,8845,16287,5455,781,1028,12514,95947,48270,23047,61770,8976111,no,no,Renovate home
289,4,2,single_income,upper_middle,194420,156192,8567850,1918167,166896,203431,29163,2819,3681,5162,11925,2271,1528,1641,9967,76417,46552,14797,51946,10449482,no,no,Start an education fund
290,5,1,dual_income,middle,86926,70233,2684143,183360,56394,570522,13038,2900,2220,7563,11188,3093,2974,2512,9612,73694,32066,9599,43287,2353375,no,no,Plan a family vacation
291,4,2,dual_income,middle,110304,88481,3900600,420692,59986,536239,16545,5966,5638,5328,13977,5227,2088,1198,11271,86417,42739,5944,41058,3845039,no,no,Build wealth for kids
292,5,2,single_income,rich,494740,431094,37891351,7187095,5902066,287153,74211,4612,3951,8249,11759,9718,667,3067,20036,153611,15190,7994,134846,50693359,no,no,Invest in stock market
293,5,1,dual_income,lower_middle,30048,24946,668050,47606,16038,148112,4507,5059,5590,9879,13455,2066,2016,2728,8076,61922,31365,0,12878,583582,no,yes,Retirement savings
294,3,1,dual_income,middle,96355,72425,2230487,229686,93903,886505,14453,2926,2137,5504,10517,4397,1649,1983,8383,64272,38077,0,25139,1667571,no,yes,Build passive income
295,4,2,dual_income,lower_middle,52796,39661,662818,15,16989,131541,7919,5383,3990,8625,17086,3567,2816,2504,9842,75457,13507,0,9908,548281,no,yes,Open a PPF account
296,4,1,dual_income,lower_middle,49430,39269,1539786,130104,6840,81440,7414,3828,5923,2303,8763,9541,2473,1377,7453,57145,44941,26182,7415,1595290,no,no,Invest in stock market
297,6,2,dual_income,rich,261742,202231,42499243,9831144,1069503,310001,39261,4424,5875,4823,13287,5285,1673,3592,15055,115428,42594,0,105476,53089889,no,yes,Save for kids' college
298,5,1,dual_income,poor,14643,12553,42899,5443,857,46211,2196,5372,4051,5396,12604,3260,2058,2107,6249,47913,49477,0,520,2988,yes,yes,Build emergency fund
299,5,0,single_income,middle,94129,70706,4092332,301081,43490,372507,14119,3839,3186,6533,11414,7486,2273,3058,10721,82199,10079,0,24481,4064396,no,yes,Increase term insurance
300,3,0,dual_income,lower_middle,39981,31273,1360966,79233,19050,161910,5997,5044,3786,2593,14895,5949,511,2042,7096,54405,28985,0,18429,1297339,no,yes,Save for kids' college
301,4,2,dual_income,lower_middle,46042,36042,859500,113711,16254,84512,6906,5667,2521,9196,13423,7089,2025,2013,8097,62081,9876,0,7256,904953,no,yes,Increase term insurance
302,5,2,single_income,upper_middle,137996,123142,5855243,1462715,216737,556036,20699,5030,3081,5325,13299,2492,1168,3491,10657,81710,26066,17877,30824,6978659,no,no,Down payment for a house
303,5,2,single_income,middle,69695,56390,3097158,393238,80635,484331,10454,5446,3109,4521,16722,3070,1462,1905,8935,68507,46476,22875,16214,3086700,no,no,Build wealth for kids
304,3,1,dual_income,poor,29440,22127,126894,2708,4029,22106,4416,4457,3497,3379,16871,9360,2661,1183,7724,59220,39063,0,747,111525,no,yes,Build wealth for kids
305,4,2,dual_income,middle,62786,50265,3804473,226525,21620,760591,9417,2170,4260,3553,11897,9669,2095,1591,8232,63115,7837,20911,34589,3292027,no,no,Pay medical bills
306,4,1,dual_income,middle,89520,72491,2983276,144397,97085,620669,13428,3032,4243,4854,10940,5701,1813,3960,8877,68060,42710,12730,27906,2604089,no,no,Repay credit card dues
307,4,2,dual_income,middle,99255,87100,2375579,185366,25738,203098,14888,3380,2061,7181,18661,3817,1132,3951,9533,73089,14492,0,44888,2383585,no,yes,Increase term insurance
308,5,0,single_income,lower_middle,45775,34657,1427906,80781,3759,102181,6866,2172,2999,7906,8063,9268,1845,4128,7407,56789,14814,0,14552,1410265,no,yes,Build wealth for kids
309,5,0,dual_income,rich,342290,273232,36548135,2612529,8022647,304144,51343,4731,3942,5845,9217,5220,874,1892,14130,108331,7076,0,121975,46879167,no,yes,Retirement savings
310,3,0,single_income,upper_middle,150383,117198,6191433,1310713,475982,629129,22557,5065,3474,3857,19081,3059,2422,2973,11127,85308,13108,0,61668,7348999,no,yes,Upgrade to a bigger house
